sp|Q59337|CATA_DEIRA	iYO844.BSU38630	68.9	511	158	1	3	512	4	514	6.7e-216	747.3
sp|Q9RRH3|RQKA_DEIRA	iYS854.USA300HOU_RS06130	34.6	254	147	9	6	250	3	246	1.2e-33	142.1
sp|Q9RTN7|ACNA_DEIRA	iYO844.BSU18000	59.9	903	353	4	5	900	9	909	0.0e+00	1086.2
sp|Q9RTN7|ACNA_DEIRA	iCN718.ABAYE_RS16085	57.5	913	364	8	6	897	7	916	1.7e-304	1042.3
sp|Q9RTN7|ACNA_DEIRA	iYL1228.KPN_01272	58.1	890	362	6	11	897	9	890	3.8e-304	1041.2
sp|Q9RTN7|ACNA_DEIRA	iYS854.USA300HOU_RS06870	59.7	866	346	1	37	899	36	901	7.1e-303	1036.9
sp|Q9RTN7|ACNA_DEIRA	iAF692.Mbar_A0714	56.5	930	364	9	9	900	8	934	2.3e-301	1031.9
sp|Q9RTN7|ACNA_DEIRA	iJN1463.PP_2112	58.3	900	349	10	21	898	17	912	1.5e-300	1029.2
sp|Q9RTN7|ACNA_DEIRA	iSF_1195.SF1280	57.2	891	368	7	11	897	9	890	4.1e-298	1021.1
sp|Q9RTN7|ACNA_DEIRA	iPC815.YPO2221	57.9	877	358	6	25	897	21	890	1.2e-297	1019.6
sp|Q9RTN7|ACNA_DEIRA	iML1515.b1276	57.1	891	369	7	11	897	9	890	2.6e-297	1018.5
sp|Q9RTN7|ACNA_DEIRA	iAF987.Gmet_1016	56.0	901	356	7	36	898	37	935	7.7e-297	1016.9
sp|Q9RTN7|ACNA_DEIRA	iSSON_1240.SSON_1864	57.1	891	369	7	11	897	9	890	1.0e-296	1016.5
sp|Q9RTN7|ACNA_DEIRA	STM_v1_0.STM1712	56.9	895	367	8	11	898	9	891	1.3e-296	1016.1
sp|Q9RTN7|ACNA_DEIRA	iMM1415.11428	57.3	875	358	8	26	894	21	885	1.6e-294	1009.2
sp|Q9RTN7|ACNA_DEIRA	iAT_PLT_636.48	57.0	875	360	8	26	894	21	885	2.7e-294	1008.4
sp|Q9RTN7|ACNA_DEIRA	iEK1008.Rv1475c	51.8	949	396	11	1	897	1	940	2.1e-286	982.2
sp|Q9RTN7|ACNA_DEIRA	iCHOv1.100766024	56.2	875	367	8	26	894	21	885	3.0e-285	978.4
sp|Q9RY71|Y079_DEIRA	iJN1463.PP_0565	34.4	128	82	1	7	134	17	142	4.9e-11	65.1
sp|Q9RYA6|NSAR_DEIRA	iYO844.BSU30780	42.3	362	199	3	7	363	1	357	8.9e-82	301.2
