sp|P15493|LIP_VIBCH	iCN718.ABAYE_RS02155	51.2	291	129	6	31	312	38	324	2.5e-74	276.2
sp|P23247|DHAS2_VIBCH	iAF987.Gmet_0604	54.9	339	148	3	1	336	1	337	2.7e-98	355.9
sp|Q9KL03|ATDA_VIBCH	STM_v1_0.STM1502	59.9	167	66	1	4	170	6	171	1.1e-53	206.8
sp|Q9KL03|ATDA_VIBCH	iML1515.b1584	61.0	164	61	2	7	169	9	170	5.2e-53	204.5
sp|Q9KL03|ATDA_VIBCH	iYL1228.KPN_01583	58.9	163	66	1	7	169	9	170	2.0e-52	202.6
sp|Q9KL03|ATDA_VIBCH	iPC815.YPO2830	59.9	167	66	1	3	169	5	170	2.6e-52	202.2
sp|Q9KL03|ATDA_VIBCH	iYS854.USA300HOU_RS00270	55.2	165	73	1	5	169	1	164	7.1e-50	194.1
sp|Q9KL18|CGAP3_VIBCH	iAF987.Gmet_1919	36.1	208	127	2	228	434	124	326	4.6e-32	136.3
sp|Q9KL18|CGAP3_VIBCH	iAF987.Gmet_2559	36.7	196	120	2	244	436	333	527	3.0e-31	133.7
sp|Q9KL18|CGAP3_VIBCH	iAF987.Gmet_0018	40.8	169	100	0	275	443	299	467	4.3e-30	129.8
sp|Q9KL18|CGAP3_VIBCH	iAF987.Gmet_0849	35.5	197	126	1	238	434	470	665	1.1e-28	125.2
sp|Q9KLR1|CGAP1_VIBCH	iAF987.Gmet_2559	34.9	172	111	1	242	413	359	529	2.1e-26	117.5
sp|Q9KNI1|FADB_VIBCH	iPC815.YPO3766	67.4	715	232	1	1	715	1	714	1.1e-274	943.0
sp|Q9KNI1|FADB_VIBCH	iYL1228.KPN_04340	66.4	715	239	1	1	715	1	714	1.0e-272	936.4
sp|Q9KNI1|FADB_VIBCH	STM_v1_0.STM3983	67.0	715	235	1	1	715	1	714	2.3e-272	935.3
sp|Q9KNI1|FADB_VIBCH	iSF_1195.SF3922	65.9	715	243	1	1	715	1	714	3.4e-271	931.4
sp|Q9KNI1|FADB_VIBCH	iSDY_1059.SDY_3899	65.9	715	243	1	1	715	1	714	4.4e-271	931.0
sp|Q9KNI1|FADB_VIBCH	iSbBS512_1146.SbBS512_E4316	65.9	715	243	1	1	715	1	714	7.5e-271	930.2
sp|Q9KNI1|FADB_VIBCH	iML1515.b3846	65.7	715	244	1	1	715	1	714	9.8e-271	929.9
sp|Q9KNI1|FADB_VIBCH	iSSON_1240.SSON_4019	65.7	715	244	1	1	715	1	714	9.8e-271	929.9
sp|Q9KQG2|DHAS1_VIBCH	iJN1463.PP_1989	71.6	366	104	0	2	367	3	368	2.0e-158	555.8
sp|Q9KQG2|DHAS1_VIBCH	iYL1228.KPN_03799	67.5	363	116	2	3	364	4	365	3.2e-148	521.9
sp|Q9KQG2|DHAS1_VIBCH	iPC815.YPO3949	67.1	365	119	1	3	367	4	367	1.2e-147	520.0
sp|Q9KQG2|DHAS1_VIBCH	iML1515.b3433	66.9	362	119	1	3	364	4	364	6.0e-147	517.7
sp|Q9KQG2|DHAS1_VIBCH	iSF_1195.SF3456	66.9	362	119	1	3	364	4	364	6.0e-147	517.7
sp|Q9KQG2|DHAS1_VIBCH	iSSON_1240.SSON_3673	66.9	362	119	1	3	364	4	364	6.0e-147	517.7
sp|Q9KQG2|DHAS1_VIBCH	iSDY_1059.SDY_3579	66.9	362	119	1	3	364	4	364	7.8e-147	517.3
sp|Q9KQG2|DHAS1_VIBCH	STM_v1_0.STM3539	67.2	363	117	2	3	364	4	365	1.7e-146	516.2
sp|Q9KQG2|DHAS1_VIBCH	iSbBS512_1146.SbBS512_E3891	66.6	362	120	1	3	364	4	364	2.3e-146	515.8
sp|Q9KQG2|DHAS1_VIBCH	iCN718.ABAYE_RS16640	67.4	371	119	2	1	370	1	370	1.2e-142	503.4
sp|Q9KRA3|FABV1_VIBCH	iJN1463.PP_4635	67.9	402	125	3	2	400	3	403	4.5e-156	548.1
sp|Q9KS12|MARTX_VIBCH	iCHOv1.100765125	26.3	118	84	2	3195	3311	170	285	1.8e-06	54.7
sp|Q9KSE5|BSR_VIBCH	iJN1463.PP_3722	49.1	409	204	3	1	406	1	408	7.3e-106	381.3
sp|Q9KU37|NAGZ_VIBCH	iPC815.YPO1615	56.3	334	140	2	1	328	1	334	8.6e-105	377.5
sp|Q9KU37|NAGZ_VIBCH	iSDY_1059.SDY_2043	56.5	336	140	2	1	330	1	336	4.7e-103	371.7
sp|Q9KU37|NAGZ_VIBCH	iML1515.b1107	56.2	336	141	2	1	330	1	336	1.8e-102	369.8
sp|Q9KU37|NAGZ_VIBCH	iSF_1195.SF1111	56.2	336	141	2	1	330	1	336	1.8e-102	369.8
sp|Q9KU37|NAGZ_VIBCH	iSSON_1240.SSON_1127	56.2	336	141	2	1	330	1	336	5.2e-102	368.2
sp|Q9KU37|NAGZ_VIBCH	iYL1228.KPN_01104	56.5	331	138	2	6	330	2	332	8.9e-102	367.5
sp|Q9KU37|NAGZ_VIBCH	iSbBS512_1146.SbBS512_E2216	56.0	336	142	2	1	330	1	336	8.9e-102	367.5
sp|Q9KU37|NAGZ_VIBCH	STM_v1_0.STM1209	55.1	336	145	2	1	330	1	336	6.4e-100	361.3
sp|Q9KUS8|OBG_VIBCH	iML1515.b4173	24.8	165	112	3	129	292	173	326	1.2e-07	55.1
sp|Q9KVG8|CAPV_VIBCH	iCHOv1.100751421	30.6	248	117	8	16	240	367	582	2.3e-18	90.5
sp|Q9KVG8|CAPV_VIBCH	iAT_PLT_636.8398	29.4	248	120	8	16	240	426	641	1.9e-17	87.4
sp|O32445|NAGA_VIBCH	iYL1228.KPN_00698	62.8	376	137	1	1	373	1	376	8.5e-141	497.3
sp|O32445|NAGA_VIBCH	iPC815.YPO2626	63.8	376	133	1	1	373	1	376	2.5e-140	495.7
sp|O32445|NAGA_VIBCH	iSDY_1059.SDY_0611	62.2	376	139	1	1	373	1	376	1.1e-135	480.3
sp|O32445|NAGA_VIBCH	iML1515.b0677	62.0	376	140	1	1	373	1	376	1.4e-135	479.9
sp|O32445|NAGA_VIBCH	iSbBS512_1146.SbBS512_E0574	61.7	376	141	1	1	373	1	376	3.1e-135	478.8
sp|O32445|NAGA_VIBCH	iSSON_1240.SSON_0631	61.7	376	141	1	1	373	1	376	5.3e-135	478.0
sp|O32445|NAGA_VIBCH	iSF_1195.SF0616	61.7	376	141	1	1	373	1	376	9.1e-135	477.2
sp|O32445|NAGA_VIBCH	STM_v1_0.STM0683	61.2	376	143	1	1	373	1	376	1.3e-133	473.4
sp|O85187|NHAA_VIBCH	iPC815.YPO0470	64.5	389	129	3	1	381	1	388	1.1e-130	463.8
sp|O85187|NHAA_VIBCH	iYL1228.KPN_00016	60.7	379	139	3	5	374	8	385	7.1e-119	424.5
sp|Q06963|HLDD_VIBCH	iSDY_1059.SDY_4051	74.5	314	73	2	1	313	1	308	6.4e-134	474.2
sp|Q06963|HLDD_VIBCH	iML1515.b3619	74.2	314	74	2	1	313	1	308	1.9e-133	472.6
sp|Q06963|HLDD_VIBCH	iSbBS512_1146.SbBS512_E4046	74.2	314	74	2	1	313	1	308	1.9e-133	472.6
sp|Q06963|HLDD_VIBCH	iSF_1195.SF3659	74.2	314	74	2	1	313	1	308	1.9e-133	472.6
sp|Q06963|HLDD_VIBCH	iSSON_1240.SSON_3786	74.2	314	74	2	1	313	1	308	1.9e-133	472.6
